player_id,coins_earned
51163,200
35911,450
35911,450
59395,500
35911,450
51163,0
35911,450
35911,450
59395,500
58876,500
59395,500
59395,500
35911,450
35911,450
58876,500
35911,450
35911,450
35911,450
35911,450
58876,500
58876,500
35911,450
30367,500
35911,450
35911,450
35911,450
59069,500
41968,450
35911,450
59395,500
35911,450
59426,190
35911,450
35911,450
59426,0
41968,450
58876,500
58876,500
35911,450
52315,0
35911,450
41968,450
55694,500
35911,450
30367,500
56321,500
56321,500
30367,500
51319,500
55322,500
56321,500
30367,500
56321,500
55322,500
30367,500
56321,500
55322,500
45707,500
55322,500
30367,500
55322,500
35911,450
35672,500
32996,500
35672,500
35672,500
53630,500
46773,500
49114,500
35672,500
46773,500
41968,450
35672,500
49114,500
53154,500
35672,500
46773,500
49114,500
35672,500
46773,500
53154,500
49114,500
46773,500
53154,500
53154,500
35672,500
53154,500
53630,500
35911,450
50245,500
53765,500
59395,500
53765,500
50640,500
37741,500
53710,500
37741,500
53710,500
37741,500
53710,500
45675,500
35911,450
41968,450
44849,450
44849,450
44849,450
44849,450
44849,450
44849,450
59426,200
59395,500
59395,500
59426,500
41968,450
59395,500
51477,200
35911,450
41968,450
35911,450
35911,450
41968,450
41968,450
41968,450
41968,450
41968,450
41968,450
35911,450
41968,450
41968,450
41968,450
41968,450
41968,450
41968,450
41968,450
35911,450
41968,450
41968,450
41968,450
35911,450
35911,450
59395,500
35911,450
59395,500
35911,450
35911,450
57079,0
59395,500
35911,450
35911,450
48628,200
35911,450
49992,500
39509,500
49992,500
41968,450
35911,450
35911,450
57079,0
35911,450
59395,500
41968,450
41968,450
41968,450
35911,450
41968,450
35911,450
44849,450
44849,450
44849,450
44849,450
35911,450
44849,450
44849,450
44849,450
44849,450
44849,450
44849,450
44849,450
55322,500
41968,450
35911,450
35911,450
35911,450
35911,450
35911,450
35911,450
35911,450
35911,450
35911,450
44849,450
44849,450
44849,450
44849,450
44849,450
44849,450
44849,450
44849,450
44849,450
44849,450
44849,450
44849,450
35911,450
59395,500
59395,500
59395,500
59395,500
35911,450
59395,500
35911,450
45675,500
35911,450
41968,450
59395,500
35911,450
35911,450
35911,450
35911,450
35911,450
