p_id,Gender,age,vintage (days),has_passed_logical_ability,has_passed_reading_comprehension,has_passed_general_awareness,has_passed_attention_to_detail,has_passed_pattern_recog,Life Time Earnings in Rs.,qualifiers_rejects,qualifiers_approved,qualifiers_re_attempts,voice_rejects,voice_approved,voice_re_attempts,sd_rejects,sd_approved,sd_re_attempts,ts_rejects,ts_approved,ts_re_attempts,other_data_rejects,other_data_approved,other_data_re_attempts,lives
46806,1,21,170,FALSE,FALSE,FALSE,FALSE,TRUE,2189.95,6,16,38,0,5,6,0,0,0,0,521,10,7,553,51,5
59412,1,21,69,FALSE,FALSE,FALSE,FALSE,TRUE,2179.25,9,6,22,0,0,3,0,0,0,11,501,26,20,516,48,5
57163,1,22,89,TRUE,TRUE,TRUE,TRUE,TRUE,2156.15,9,49,31,0,0,0,0,0,0,0,447,15,11,568,63,5
42379,2,20,234,FALSE,FALSE,FALSE,FALSE,FALSE,2137.54,12,18,33,0,3,0,8,769,166,0,0,0,30,870,225,5
65280,1,21,18,FALSE,FALSE,FALSE,FALSE,FALSE,2121.26,8,7,13,0,1,5,0,0,0,0,418,11,10,608,97,5
58098,1,29,83,TRUE,TRUE,TRUE,TRUE,TRUE,2120.45,7,79,45,1,0,0,0,0,0,1,371,11,10,527,76,5
52997,1,21,116,FALSE,FALSE,FALSE,FALSE,FALSE,2101.3,19,3,38,0,0,5,4,941,340,0,0,0,24,953,383,5
58183,2,18,82,TRUE,TRUE,FALSE,TRUE,TRUE,2100.55,11,73,43,0,1,2,0,0,0,6,338,13,24,618,83,5
62411,1,18,41,FALSE,FALSE,TRUE,TRUE,TRUE,2057.35,6,23,41,1,3,5,0,0,0,0,368,3,9,509,58,5
48224,2,31,157,TRUE,TRUE,TRUE,TRUE,TRUE,2055.89,11,73,46,0,1,1,1,51,12,1,168,3,18,720,150,5
44919,2,23,201,FALSE,FALSE,TRUE,TRUE,TRUE,2043.99,7,26,28,1,0,0,0,0,0,0,217,1,9,726,149,5
63184,2,22,34,TRUE,TRUE,TRUE,TRUE,TRUE,2036.95,1,28,13,0,0,0,0,0,0,2,394,5,3,483,36,5
37197,2,52,296,TRUE,TRUE,FALSE,TRUE,TRUE,2010.41,8,42,30,0,2,1,0,73,13,0,12,0,9,461,146,5
44883,1,20,201,FALSE,FALSE,TRUE,TRUE,TRUE,2003.3,3,15,30,0,0,1,0,0,0,7,443,5,10,468,38,5
55561,2,26,100,FALSE,FALSE,FALSE,FALSE,TRUE,1982.6,9,13,24,0,0,0,0,0,0,3,392,11,15,438,53,5
56720,1,25,93,TRUE,TRUE,TRUE,FALSE,TRUE,1964.45,2,28,41,0,3,5,0,0,0,3,446,9,6,497,52,5
52816,1,24,117,FALSE,FALSE,FALSE,FALSE,TRUE,1957.24,16,23,20,1,3,2,1,771,77,0,0,0,20,904,102,5
52788,1,20,117,TRUE,TRUE,TRUE,TRUE,TRUE,1932.75,7,26,26,0,0,0,0,354,43,1,132,1,14,720,153,5
49835,1,22,145,FALSE,FALSE,FALSE,FALSE,FALSE,1930.59,17,11,18,1,0,1,41,735,199,0,0,0,67,762,221,5
44885,1,19,201,FALSE,FALSE,FALSE,FALSE,FALSE,1907.35,21,13,29,1,0,3,15,718,143,0,0,0,43,842,257,5
54349,1,26,106,TRUE,TRUE,TRUE,TRUE,TRUE,1896.75,15,207,75,1,2,1,0,0,0,1,174,8,17,525,119,5
43504,2,32,217,FALSE,FALSE,FALSE,FALSE,FALSE,1881.5,23,23,57,0,2,2,6,381,75,0,0,0,39,715,242,5
52717,2,25,117,TRUE,TRUE,TRUE,FALSE,TRUE,1876.2,7,22,9,0,0,0,0,534,56,0,0,0,7,768,105,5
47729,2,27,161,TRUE,TRUE,TRUE,TRUE,TRUE,1853.99,19,43,65,1,81,1,0,134,31,0,48,3,24,662,186,5
51319,2,22,130,FALSE,FALSE,TRUE,TRUE,TRUE,1825.4,11,35,25,0,0,0,0,147,8,0,3,0,15,952,143,5
64202,1,24,25,TRUE,TRUE,TRUE,TRUE,TRUE,1824.45,3,13,27,0,0,0,0,0,0,0,397,4,4,422,31,5
30438,1,20,400,FALSE,FALSE,FALSE,FALSE,FALSE,1807.8,16,29,57,0,0,0,0,0,0,2,22,0,35,445,170,5
44246,2,28,212,TRUE,TRUE,TRUE,TRUE,TRUE,1793.96,3,44,41,0,3,3,2,507,29,1,11,1,7,629,87,5
65988,2,25,14,TRUE,TRUE,TRUE,TRUE,FALSE,1783.3,4,42,9,1,0,0,0,0,0,0,0,0,10,788,66,5
53233,1,22,114,FALSE,FALSE,FALSE,FALSE,TRUE,1751.69,14,17,38,2,1,4,0,66,21,0,82,7,16,518,145,5
63882,1,23,28,FALSE,FALSE,TRUE,TRUE,TRUE,1749.81,2,15,15,0,0,0,0,0,0,1,141,0,4,624,29,5
56785,1,18,92,FALSE,FALSE,FALSE,FALSE,TRUE,1724.25,8,9,20,0,0,0,0,0,0,0,375,12,8,391,32,5
37617,2,33,289,TRUE,TRUE,TRUE,TRUE,TRUE,1713.08,18,43,83,0,54,2,0,111,52,0,22,1,29,593,269,5
60268,1,20,59,TRUE,TRUE,TRUE,TRUE,TRUE,1704.7,5,32,22,0,3,2,0,0,0,0,144,3,8,606,67,5
58247,2,35,81,FALSE,FALSE,FALSE,FALSE,TRUE,1690.85,20,21,52,2,242,7,0,0,0,3,121,12,27,590,142,5
58516,2,21,78,TRUE,TRUE,TRUE,FALSE,TRUE,1680.89,7,27,25,1,301,1,0,0,0,0,0,0,9,439,102,5
59357,1,22,70,TRUE,TRUE,TRUE,TRUE,TRUE,1673.75,6,89,81,0,0,0,0,0,0,0,194,5,7,467,176,5
54004,2,35,109,FALSE,FALSE,FALSE,FALSE,FALSE,1668.7,16,17,59,0,0,0,0,0,0,0,0,0,17,715,163,5
40327,2,36,254,FALSE,FALSE,FALSE,FALSE,FALSE,1659.47,18,34,66,0,34,3,1,96,35,0,0,0,26,516,236,5
39904,1,20,263,TRUE,TRUE,TRUE,TRUE,TRUE,1623.15,6,21,15,1,0,0,0,0,0,1,261,6,11,425,45,5
64578,1,21,23,FALSE,FALSE,FALSE,FALSE,TRUE,1620.25,5,16,18,0,1,0,0,0,0,1,359,9,6,382,30,5
61485,1,27,49,FALSE,FALSE,FALSE,FALSE,TRUE,1579.25,7,4,19,0,0,0,0,0,0,0,339,18,7,347,37,5
55766,1,19,98,TRUE,TRUE,TRUE,TRUE,TRUE,1576.75,7,115,63,0,2,3,0,0,0,0,16,0,8,593,125,5
47346,1,20,165,FALSE,FALSE,FALSE,FALSE,TRUE,1574.15,27,11,73,0,0,0,5,517,98,0,0,0,34,545,188,5
53858,1,22,110,FALSE,FALSE,FALSE,FALSE,FALSE,1563.5,21,10,51,1,0,0,0,5,5,0,0,0,22,689,124,5
65312,1,32,18,FALSE,FALSE,FALSE,FALSE,TRUE,1557.15,6,9,10,1,0,0,0,0,0,3,368,10,9,412,29,5
48003,2,21,159,FALSE,FALSE,FALSE,FALSE,FALSE,1546.8,12,12,38,3,179,8,1,67,29,0,0,0,27,451,139,5
56597,1,31,93,FALSE,FALSE,TRUE,TRUE,TRUE,1522.99,6,34,22,0,0,1,0,0,0,0,172,1,6,507,76,5
58433,1,19,79,FALSE,FALSE,TRUE,TRUE,TRUE,1502.85,7,19,29,0,1,3,0,0,0,0,306,5,7,369,57,5
52540,2,42,119,FALSE,FALSE,TRUE,TRUE,TRUE,1488.19,19,35,67,2,2,3,0,3,3,0,70,2,26,662,291,5
58654,1,19,77,FALSE,FALSE,FALSE,FALSE,TRUE,1479.05,13,9,16,0,0,0,0,0,0,0,226,18,19,430,106,5
58130,2,23,82,TRUE,TRUE,FALSE,TRUE,TRUE,1466.65,7,20,34,0,0,0,0,0,0,0,307,4,8,389,57,5
52502,2,34,119,FALSE,FALSE,FALSE,FALSE,FALSE,1463.43,25,13,44,1,0,0,2,108,18,0,0,0,40,661,240,5
50126,1,24,142,FALSE,FALSE,FALSE,FALSE,TRUE,1456.56,18,13,36,1,0,2,2,486,68,0,0,0,27,561,123,5
62470,1,44,40,TRUE,TRUE,FALSE,TRUE,TRUE,1453.95,5,15,20,0,0,0,0,0,0,0,326,12,7,364,43,5
55720,2,23,99,TRUE,TRUE,TRUE,TRUE,TRUE,1453.25,13,32,33,0,0,0,0,0,0,11,162,7,44,487,103,5
46822,2,22,170,TRUE,TRUE,FALSE,TRUE,TRUE,1431.2,10,21,25,1,0,0,2,291,24,0,0,0,12,486,88,5
59279,1,19,71,TRUE,TRUE,TRUE,TRUE,FALSE,1430.54,5,20,12,1,3,1,0,0,0,1,253,4,7,383,35,5
61740,2,21,46,FALSE,FALSE,TRUE,TRUE,TRUE,1397.15,8,22,36,1,0,0,0,0,0,3,163,3,11,456,91,5
35824,1,18,315,TRUE,TRUE,TRUE,FALSE,TRUE,1382.85,8,22,21,0,13,1,0,0,0,0,238,14,8,343,50,5
53014,1,22,116,FALSE,FALSE,TRUE,TRUE,TRUE,1373.9,11,28,31,0,1,2,3,438,28,0,0,0,14,608,101,5
66622,2,22,11,TRUE,TRUE,TRUE,TRUE,FALSE,1373.8,2,17,11,0,1,0,0,0,0,0,331,2,3,381,14,5
50870,1,21,134,FALSE,FALSE,FALSE,FALSE,TRUE,1372.9,17,12,29,1,0,1,1,503,131,0,0,0,19,531,170,5
53923,2,21,109,TRUE,TRUE,TRUE,FALSE,TRUE,1358.15,5,21,19,0,0,0,0,131,30,0,0,0,6,481,109,5
53930,2,27,109,FALSE,FALSE,FALSE,FALSE,FALSE,1354.75,19,20,40,0,0,0,3,108,68,0,0,0,26,682,182,5
51926,1,22,124,FALSE,FALSE,FALSE,FALSE,TRUE,1336.25,25,5,25,0,0,0,6,77,22,10,216,14,44,316,69,5
59340,1,19,70,FALSE,FALSE,FALSE,FALSE,FALSE,1334,13,5,20,0,0,3,0,0,0,0,315,20,15,328,40,5
62663,1,34,38,FALSE,FALSE,FALSE,FALSE,FALSE,1322,10,10,14,1,0,0,0,0,0,0,279,19,11,325,40,5
45908,1,20,182,FALSE,FALSE,TRUE,TRUE,TRUE,1318.68,13,33,51,0,0,0,0,131,43,0,160,12,14,387,126,5
49329,2,21,149,FALSE,FALSE,FALSE,FALSE,TRUE,1289.59,14,22,37,0,0,1,2,181,51,2,160,5,20,408,104,5
45761,2,19,185,FALSE,FALSE,FALSE,FALSE,TRUE,1286.22,15,18,33,0,0,3,0,81,28,1,40,2,25,434,123,5
43345,1,20,219,TRUE,TRUE,TRUE,TRUE,TRUE,1277.95,3,39,34,0,18,0,5,64,21,0,0,0,16,433,166,5
61395,1,22,50,TRUE,TRUE,TRUE,TRUE,TRUE,1268.25,6,64,31,0,0,0,0,0,0,0,161,7,11,340,57,5
48071,1,21,159,FALSE,FALSE,FALSE,FALSE,TRUE,1257.13,21,14,34,0,0,5,11,330,78,0,0,0,38,508,178,5
63205,1,21,34,FALSE,FALSE,FALSE,FALSE,TRUE,1234.65,8,8,34,0,0,3,0,0,0,0,286,21,8,299,55,5
54715,2,26,104,FALSE,FALSE,FALSE,FALSE,FALSE,1230.9,11,17,42,1,2,9,0,0,0,0,262,9,14,334,57,5
49568,2,20,147,TRUE,TRUE,TRUE,FALSE,TRUE,1229.97,15,42,57,1,0,0,1,130,12,1,56,2,23,480,147,5
56779,1,30,92,FALSE,FALSE,TRUE,TRUE,TRUE,1207.27,14,70,80,1,0,1,0,0,0,0,73,3,15,516,186,5
47884,2,22,160,FALSE,FALSE,FALSE,FALSE,TRUE,1207.05,18,14,30,2,2,4,1,198,46,0,0,0,22,411,144,5
55094,2,19,102,TRUE,TRUE,FALSE,TRUE,TRUE,1205.33,6,27,46,0,0,0,0,0,0,0,257,11,8,341,80,5
55479,1,22,100,TRUE,TRUE,TRUE,FALSE,TRUE,1190.4,7,65,23,0,66,2,0,0,0,8,59,3,17,429,95,5
48375,1,18,156,FALSE,FALSE,FALSE,FALSE,FALSE,1186.44,14,22,28,0,0,3,0,435,20,0,0,0,18,539,74,5
58423,1,20,79,FALSE,FALSE,FALSE,FALSE,FALSE,1184.5,7,14,17,1,86,0,0,0,0,29,183,8,38,288,30,5
65997,1,21,14,FALSE,FALSE,FALSE,FALSE,FALSE,1183,6,7,10,2,2,1,0,0,0,0,282,16,6,293,26,5
55512,2,25,100,TRUE,TRUE,FALSE,TRUE,TRUE,1177.5,7,23,17,1,0,0,0,0,0,0,0,0,10,376,84,5
63594,1,20,30,TRUE,TRUE,FALSE,TRUE,TRUE,1175.95,6,34,34,0,10,3,0,0,0,0,244,15,7,300,54,5
64347,2,18,24,FALSE,FALSE,FALSE,FALSE,FALSE,1175.1,6,7,14,0,0,0,0,0,0,1,275,30,7,290,46,5
66245,1,21,13,FALSE,FALSE,FALSE,FALSE,FALSE,1154,6,5,16,0,0,0,0,0,0,0,273,12,7,287,28,5
53401,2,28,113,TRUE,TRUE,TRUE,TRUE,TRUE,1150.97,8,104,66,0,2,5,0,202,33,1,45,1,11,460,154,5
45716,1,18,186,FALSE,FALSE,FALSE,FALSE,TRUE,1147.25,5,6,19,0,0,1,0,0,0,0,272,9,5,283,28,5
50995,1,20,133,FALSE,FALSE,FALSE,FALSE,FALSE,1138.5,13,7,23,0,0,0,0,0,0,0,0,0,20,460,128,5
49487,1,20,148,FALSE,FALSE,TRUE,TRUE,TRUE,1133.1,5,21,25,0,0,1,0,167,12,0,105,5,6,371,61,5
60040,1,48,62,TRUE,TRUE,TRUE,TRUE,TRUE,1129.51,6,141,58,0,1,0,0,0,0,0,34,2,7,449,149,5
59120,1,26,72,FALSE,FALSE,FALSE,FALSE,FALSE,1123.5,10,7,10,0,0,0,0,0,0,1,220,26,12,235,38,5
53475,1,19,112,FALSE,FALSE,TRUE,TRUE,TRUE,1117.83,8,24,34,0,3,2,0,172,38,0,0,0,8,456,141,5
65372,1,21,18,FALSE,FALSE,FALSE,FALSE,TRUE,1098.83,9,5,14,0,0,5,0,0,0,0,0,0,10,476,204,5
37863,2,26,287,TRUE,TRUE,TRUE,FALSE,TRUE,1098.24,4,23,23,0,0,1,1,6,0,0,0,0,24,349,98,5
58494,1,21,79,FALSE,FALSE,FALSE,FALSE,FALSE,1094.3,10,15,11,0,0,0,0,0,0,0,0,0,11,468,87,5
50834,2,26,135,FALSE,FALSE,FALSE,FALSE,FALSE,1086.2,21,23,59,1,0,0,3,233,56,0,0,0,34,453,219,5
55221,2,30,101,FALSE,FALSE,TRUE,TRUE,TRUE,1082.95,7,22,47,1,32,0,0,0,0,2,93,2,20,479,113,5
57637,1,19,85,TRUE,TRUE,TRUE,TRUE,FALSE,1056.3,5,21,22,1,2,1,0,0,0,0,226,4,6,259,27,5
62906,1,24,36,TRUE,TRUE,FALSE,TRUE,TRUE,1052.25,3,19,20,0,0,0,0,0,0,0,214,8,4,271,37,5
66460,1,22,12,FALSE,FALSE,FALSE,FALSE,FALSE,1045,7,5,5,1,1,0,0,0,0,0,255,11,8,264,16,5
60650,1,22,56,FALSE,FALSE,TRUE,TRUE,TRUE,1025.41,10,24,54,0,2,10,0,0,0,0,31,0,14,312,144,4
45963,1,19,181,FALSE,FALSE,FALSE,TRUE,FALSE,1023.61,7,8,26,0,0,0,0,345,59,0,0,0,8,361,92,5
60025,1,18,62,FALSE,FALSE,TRUE,TRUE,TRUE,1023.15,12,21,21,2,27,7,0,0,0,2,187,9,16,253,34,5
40676,2,25,249,FALSE,FALSE,FALSE,FALSE,FALSE,1017.46,39,15,65,0,0,0,1,217,81,0,0,0,46,422,270,5
53386,1,28,113,FALSE,FALSE,FALSE,FALSE,TRUE,998.9,16,9,37,0,0,0,0,357,95,0,0,0,17,395,148,5
57963,1,23,84,TRUE,TRUE,TRUE,TRUE,TRUE,992.05,8,35,54,0,52,1,0,0,0,0,0,0,8,251,119,5
51816,1,21,125,TRUE,TRUE,FALSE,TRUE,TRUE,976.05,13,26,49,0,0,5,1,221,46,0,0,0,16,432,168,5
50904,1,25,134,FALSE,FALSE,FALSE,FALSE,TRUE,974.48,26,12,49,1,0,0,1,431,121,0,0,0,30,478,184,5
61666,1,22,47,FALSE,FALSE,FALSE,FALSE,FALSE,960.3,8,13,22,0,0,0,0,0,0,0,199,14,10,222,43,5
66139,1,20,13,FALSE,FALSE,FALSE,FALSE,FALSE,953.5,5,7,13,0,0,3,0,0,0,15,224,22,20,238,35,5
51431,1,24,129,FALSE,FALSE,FALSE,FALSE,FALSE,939.98,12,14,36,2,7,5,4,369,131,0,0,0,19,417,183,5
60390,1,22,58,TRUE,TRUE,TRUE,TRUE,TRUE,927.94,7,31,28,0,1,0,0,0,0,2,174,9,9,245,63,5
63961,1,22,27,FALSE,FALSE,FALSE,FALSE,FALSE,916.1,4,11,24,0,0,0,0,0,0,1,193,12,6,219,38,5
52100,2,34,122,FALSE,FALSE,FALSE,FALSE,TRUE,886.5,20,7,19,0,0,0,3,129,15,0,0,0,37,312,84,5
28686,2,47,444,TRUE,TRUE,TRUE,TRUE,TRUE,883.54,2,22,7,0,0,0,0,0,0,0,7,0,2,188,24,5
47309,1,29,165,FALSE,FALSE,TRUE,TRUE,TRUE,877.95,9,30,30,0,0,0,0,17,11,0,43,0,10,229,93,5
57108,2,23,89,TRUE,TRUE,TRUE,TRUE,TRUE,870.41,7,30,32,0,0,1,0,0,0,0,0,0,9,415,108,5
62012,1,20,44,FALSE,FALSE,TRUE,TRUE,TRUE,867.45,1,21,27,0,1,1,0,0,0,0,193,5,2,242,46,5
59031,1,25,73,FALSE,FALSE,TRUE,TRUE,TRUE,865.75,9,21,23,4,20,2,0,0,0,3,151,2,17,197,29,5
61946,2,18,45,FALSE,FALSE,FALSE,FALSE,TRUE,850.35,9,7,35,0,0,1,0,0,0,2,193,6,11,258,52,5
47891,1,21,160,TRUE,TRUE,TRUE,TRUE,TRUE,836.91,12,25,54,1,0,0,0,130,21,0,43,0,15,295,95,5
63325,2,22,32,FALSE,FALSE,FALSE,FALSE,FALSE,829.6,7,5,20,0,0,0,0,0,0,1,170,11,9,199,31,5
48803,1,29,154,TRUE,TRUE,TRUE,TRUE,FALSE,818.9,5,20,14,0,0,0,0,32,14,0,48,4,6,210,53,5
58497,1,31,79,FALSE,FALSE,TRUE,TRUE,TRUE,812.65,2,35,23,0,0,0,0,0,0,0,87,1,2,278,73,5
52448,2,23,119,FALSE,FALSE,FALSE,FALSE,TRUE,810.51,9,27,60,0,0,0,0,6,9,2,106,3,12,273,97,5
50190,2,23,141,FALSE,FALSE,TRUE,TRUE,TRUE,797.17,10,19,32,0,0,0,2,28,3,0,0,0,25,285,95,5
42257,1,20,237,TRUE,TRUE,TRUE,TRUE,TRUE,795.69,17,29,64,2,2,6,0,76,30,0,0,0,20,309,163,5
4055,1,19,758,FALSE,FALSE,FALSE,FALSE,TRUE,787.25,9,10,24,1,1,0,0,0,0,2,160,4,12,186,35,5
49430,1,50,149,TRUE,TRUE,FALSE,TRUE,TRUE,775.6,13,18,31,1,0,0,0,32,9,0,0,0,16,356,106,5
65078,1,21,19,TRUE,TRUE,TRUE,TRUE,FALSE,771.84,1,21,14,1,2,0,0,0,0,1,3,0,4,341,59,5
59236,1,38,71,FALSE,FALSE,FALSE,FALSE,TRUE,768.85,16,6,17,1,0,0,0,0,0,1,142,27,17,172,61,5
62853,1,35,37,TRUE,TRUE,FALSE,TRUE,TRUE,764.15,2,150,49,0,1,2,0,0,0,0,0,0,2,217,70,5
53898,2,24,109,FALSE,FALSE,TRUE,TRUE,TRUE,762.25,12,28,20,1,0,0,0,5,1,2,102,2,23,254,46,5
49989,2,25,143,FALSE,FALSE,FALSE,FALSE,FALSE,758.54,18,17,55,0,0,2,1,104,38,0,0,0,26,278,140,5
63608,1,22,30,TRUE,TRUE,FALSE,TRUE,TRUE,749.05,4,16,12,0,0,0,0,0,0,0,123,19,5,197,42,5
40055,1,18,261,TRUE,TRUE,FALSE,TRUE,TRUE,746.62,6,39,39,0,0,0,0,39,8,2,80,8,11,213,74,5
64496,1,18,23,FALSE,FALSE,FALSE,FALSE,FALSE,738,7,4,14,1,0,0,0,0,0,1,178,12,9,188,26,5
57047,1,23,90,TRUE,TRUE,FALSE,TRUE,TRUE,717.65,7,24,22,1,0,0,0,0,0,0,0,0,7,272,71,5
61673,2,24,47,TRUE,TRUE,TRUE,TRUE,TRUE,715.85,7,62,47,0,79,0,0,0,0,0,48,0,10,254,84,5
52322,1,20,120,FALSE,FALSE,FALSE,FALSE,TRUE,714.21,16,9,35,0,0,0,0,295,81,0,0,0,19,331,121,5
37421,1,31,292,TRUE,TRUE,TRUE,TRUE,TRUE,712.61,13,29,53,0,0,0,0,14,1,0,1,0,14,197,104,5
65986,1,24,14,TRUE,TRUE,TRUE,TRUE,TRUE,711.75,1,13,9,0,0,0,0,0,0,0,156,4,2,178,14,5
63008,1,21,35,TRUE,TRUE,TRUE,TRUE,TRUE,702.45,0,18,12,0,0,0,0,0,0,0,19,0,0,218,50,5
53128,1,20,115,FALSE,FALSE,FALSE,FALSE,FALSE,686.92,20,10,17,1,0,0,19,295,33,0,0,0,43,322,55,5
61026,2,47,53,FALSE,FALSE,FALSE,TRUE,FALSE,685.1,10,19,40,0,0,0,0,0,0,5,19,8,17,322,130,5
44526,2,41,208,FALSE,FALSE,FALSE,FALSE,FALSE,673.76,16,16,53,4,67,0,0,10,5,0,0,0,25,199,101,5
53129,1,21,115,TRUE,TRUE,FALSE,TRUE,TRUE,666.8,9,29,41,0,3,6,0,18,11,0,0,0,10,252,132,5
61317,2,25,50,FALSE,FALSE,FALSE,FALSE,TRUE,645.05,14,13,32,3,1,4,0,0,0,0,0,0,17,366,85,5
44392,2,21,211,FALSE,FALSE,FALSE,FALSE,TRUE,630.25,13,9,23,1,220,5,0,0,0,0,0,0,15,232,33,5
62275,2,21,42,TRUE,TRUE,TRUE,FALSE,TRUE,615.25,4,11,14,0,0,0,0,0,0,0,0,0,4,279,72,5
64323,1,23,24,TRUE,TRUE,TRUE,TRUE,FALSE,610.8,1,16,21,0,0,2,0,0,0,2,123,1,3,146,25,5
54566,2,25,105,FALSE,FALSE,FALSE,FALSE,FALSE,603.45,24,11,47,1,0,0,0,0,0,0,0,0,29,308,163,5
58593,2,55,78,FALSE,FALSE,FALSE,FALSE,FALSE,600.2,10,46,82,1,0,0,0,0,0,0,0,0,12,333,171,5
49951,1,31,144,FALSE,FALSE,FALSE,FALSE,FALSE,595,31,9,48,1,0,0,2,192,80,0,0,0,37,220,134,5
62711,2,24,38,TRUE,TRUE,TRUE,TRUE,TRUE,593.55,2,22,11,0,0,0,0,0,0,5,96,0,12,222,30,5
66748,1,20,10,FALSE,FALSE,FALSE,FALSE,TRUE,582.75,5,6,7,0,0,0,0,0,0,1,139,2,6,149,9,5
63032,1,20,35,FALSE,FALSE,FALSE,FALSE,TRUE,581.25,5,4,2,0,0,1,0,0,0,2,129,2,7,135,4,5
46618,2,27,173,FALSE,FALSE,FALSE,FALSE,FALSE,580.75,21,13,34,1,4,4,5,38,27,0,0,0,33,216,106,5
50992,1,22,133,TRUE,TRUE,TRUE,TRUE,TRUE,570.1,13,9,4,5,4,0,0,0,0,0,0,0,28,115,18,5
64388,1,18,24,FALSE,FALSE,FALSE,FALSE,FALSE,569,7,8,22,0,2,2,0,0,0,1,117,7,8,130,29,5
59893,2,30,63,TRUE,TRUE,TRUE,TRUE,TRUE,567.35,11,33,33,1,8,3,0,0,0,0,74,2,14,232,48,5
43926,2,20,213,FALSE,FALSE,FALSE,FALSE,TRUE,555.26,20,19,50,0,3,5,0,70,27,0,0,0,22,159,130,5
61436,1,18,49,TRUE,TRUE,TRUE,TRUE,TRUE,554.15,4,22,17,1,22,2,0,0,0,0,69,3,6,151,28,5
54508,1,20,105,TRUE,TRUE,TRUE,TRUE,TRUE,552.55,4,132,36,0,1,1,0,0,0,0,0,0,5,179,53,5
49870,2,24,145,FALSE,FALSE,FALSE,FALSE,TRUE,536.1,25,15,56,0,0,0,0,62,20,0,0,0,29,263,184,5
52619,1,20,118,TRUE,TRUE,TRUE,TRUE,TRUE,535.3,12,32,17,1,3,2,1,23,5,0,0,0,17,231,44,5
62516,1,22,40,TRUE,TRUE,TRUE,FALSE,TRUE,528.97,1,17,5,0,0,0,0,0,0,0,72,0,2,155,20,5
59289,2,35,70,FALSE,FALSE,TRUE,TRUE,TRUE,527.25,6,24,17,0,7,1,0,0,0,0,0,0,7,281,69,5
44776,1,22,203,FALSE,FALSE,FALSE,FALSE,TRUE,522.3,11,14,19,0,3,0,0,0,0,0,0,0,15,171,64,5
63886,2,27,27,TRUE,TRUE,TRUE,TRUE,TRUE,517.25,2,20,19,0,19,1,0,0,0,0,0,0,2,278,39,5
53929,1,25,109,FALSE,FALSE,FALSE,FALSE,FALSE,515.9,15,8,14,1,0,0,0,226,47,0,0,0,21,244,67,5
55421,1,21,100,FALSE,FALSE,FALSE,FALSE,TRUE,513.45,18,23,39,0,3,7,0,0,0,0,12,0,20,264,85,5
34488,1,21,350,FALSE,FALSE,FALSE,FALSE,TRUE,508.28,6,11,14,2,0,1,0,24,31,0,0,0,7,102,86,1
54734,2,20,104,FALSE,FALSE,FALSE,FALSE,FALSE,507.1,15,12,33,1,0,0,0,0,0,0,0,0,19,268,113,5
62142,1,21,43,FALSE,FALSE,FALSE,FALSE,FALSE,506.9,9,7,4,1,0,0,0,0,0,0,0,0,12,222,65,5
59795,1,24,64,FALSE,FALSE,FALSE,FALSE,TRUE,496.55,14,13,18,0,139,7,0,0,0,0,0,0,14,161,19,5
59824,2,22,64,TRUE,TRUE,TRUE,TRUE,TRUE,492.55,4,33,32,0,2,2,0,0,0,0,47,0,4,194,59,5
47939,1,24,160,FALSE,FALSE,FALSE,FALSE,TRUE,482.55,20,13,22,1,22,1,0,0,0,0,0,0,24,168,68,5
63165,1,25,34,FALSE,FALSE,FALSE,FALSE,FALSE,481.56,3,18,14,0,0,0,0,0,0,0,52,2,4,170,58,5
66382,1,20,12,FALSE,FALSE,FALSE,FALSE,TRUE,465.25,7,4,3,0,0,0,0,0,0,0,111,1,7,121,5,5
62828,1,19,37,FALSE,FALSE,TRUE,TRUE,TRUE,459.05,2,129,68,1,0,0,0,0,0,0,0,0,3,135,69,5
49286,2,21,149,FALSE,FALSE,FALSE,TRUE,FALSE,455.65,21,23,69,2,2,7,0,0,0,0,0,0,23,241,129,5
53315,1,22,113,FALSE,FALSE,FALSE,FALSE,TRUE,452.46,9,7,20,0,0,4,1,180,112,0,0,0,11,198,152,5
55644,1,22,99,FALSE,FALSE,FALSE,FALSE,TRUE,444.75,11,9,13,0,0,2,0,0,0,1,86,0,12,110,20,5
61526,2,21,49,FALSE,FALSE,TRUE,TRUE,TRUE,440.25,3,22,23,0,16,4,0,0,0,0,0,0,5,181,44,5
55932,1,19,98,TRUE,TRUE,FALSE,TRUE,TRUE,437.52,4,23,21,0,1,0,0,0,0,0,65,1,6,130,40,5
29590,2,19,422,TRUE,TRUE,TRUE,TRUE,TRUE,437.25,12,26,39,0,0,0,0,30,5,0,0,0,15,163,88,5
58344,1,21,80,TRUE,TRUE,TRUE,FALSE,TRUE,434.05,3,27,11,0,58,0,0,0,0,0,0,0,4,194,31,5
60080,1,19,61,TRUE,TRUE,TRUE,TRUE,TRUE,422.35,6,11,17,1,0,0,0,0,0,0,0,0,8,216,57,5
62296,1,21,42,FALSE,FALSE,FALSE,FALSE,FALSE,420.5,7,6,9,0,0,2,0,0,0,0,96,4,7,107,16,5
57291,2,46,88,TRUE,TRUE,TRUE,TRUE,TRUE,415.45,6,30,24,0,1,1,0,0,0,0,10,0,8,202,74,5
63345,1,28,32,TRUE,TRUE,FALSE,TRUE,TRUE,413.35,3,16,32,0,0,1,0,0,0,1,83,0,5,110,35,5
