p_id,Gender,age,vintage (days),has_passed_logical_ability,has_passed_reading_comprehension,has_passed_general_awareness,has_passed_attention_to_detail,has_passed_pattern_recog,Life Time Earnings in Rs.,qualifiers_rejects,qualifiers_approved,qualifiers_re_attempts,voice_rejects,voice_approved,voice_re_attempts,sd_rejects,sd_approved,sd_re_attempts,ts_rejects,ts_approved,ts_re_attempts,other_data_rejects,other_data_approved,other_data_re_attempts,lives
35672,1,25,319,TRUE,TRUE,TRUE,TRUE,TRUE,8537.21,13,47,71,0,72,9,0,0,0,4,564,119,24,2550,666,5
57334,1,50,88,FALSE,FALSE,TRUE,TRUE,TRUE,8400.79,11,49,29,1,0,0,0,0,0,3,478,19,16,2400,370,5
64368,1,23,24,FALSE,FALSE,FALSE,FALSE,FALSE,8379.5,6,5,8,0,0,0,0,0,0,10,1955,85,18,1962,93,5
8647,1,18,684,TRUE,TRUE,TRUE,TRUE,TRUE,8313.73,11,51,50,0,3,2,0,46,21,1,607,32,20,1805,259,5
54406,1,31,106,FALSE,FALSE,TRUE,TRUE,TRUE,8194.43,8,25,58,2,1,3,0,0,0,1,1242,147,11,2142,446,5
28486,1,20,448,TRUE,TRUE,TRUE,TRUE,TRUE,8173.5,9,50,21,0,1,0,0,1390,46,0,5,0,10,2380,216,5
49167,1,29,150,TRUE,TRUE,TRUE,TRUE,TRUE,8110.47,17,117,85,1,3,1,0,80,20,3,874,31,36,2330,442,5
49114,1,25,151,FALSE,FALSE,FALSE,FALSE,FALSE,8030.85,18,13,53,0,0,5,0,671,109,1,1309,46,20,2144,285,5
50376,1,26,139,FALSE,FALSE,FALSE,FALSE,FALSE,8024.6,14,10,18,1,0,0,2,777,121,21,1201,63,40,2220,232,5
48785,2,28,154,TRUE,TRUE,FALSE,TRUE,TRUE,7914.25,20,41,91,0,18,5,0,2348,453,0,0,0,22,3125,707,5
39266,2,30,275,TRUE,TRUE,TRUE,TRUE,TRUE,7907.98,23,55,73,0,1,2,1,1613,162,0,0,0,24,2761,543,5
45231,1,21,196,FALSE,FALSE,FALSE,FALSE,TRUE,7803.75,19,18,53,1,0,4,38,2912,429,3,220,16,60,3239,525,5
49658,1,25,147,FALSE,FALSE,FALSE,FALSE,FALSE,7736.42,4,18,24,0,0,1,3,1802,442,0,265,12,8,2271,500,5
57134,1,21,89,FALSE,FALSE,FALSE,TRUE,FALSE,7696.3,19,15,28,1,0,0,0,0,0,9,1526,175,29,1578,213,5
63735,1,24,29,FALSE,FALSE,TRUE,TRUE,TRUE,7686.85,5,21,16,1,0,0,0,0,0,0,1658,32,5,1704,76,5
52710,1,25,118,FALSE,FALSE,FALSE,FALSE,FALSE,7665.9,11,24,35,1,2,4,3,1570,250,3,738,70,19,2824,565,5
41545,1,24,243,TRUE,TRUE,FALSE,TRUE,TRUE,7600.8,19,50,103,0,0,1,0,593,129,3,762,28,28,2195,467,5
9007,1,18,671,FALSE,FALSE,TRUE,TRUE,TRUE,7525.75,8,131,49,8,1873,1,0,0,0,0,53,4,18,2281,110,5
59114,1,19,72,FALSE,FALSE,FALSE,FALSE,TRUE,7330.25,10,4,12,0,0,0,0,0,0,12,1549,66,24,1563,81,5
43802,2,18,215,FALSE,FALSE,FALSE,FALSE,FALSE,7282.9,25,52,86,0,7,6,2,755,97,0,125,9,35,2082,481,5
4638,1,18,755,TRUE,TRUE,TRUE,TRUE,TRUE,7220.11,15,80,66,0,13,2,0,83,16,0,0,0,41,1376,428,5
53528,1,21,112,FALSE,FALSE,FALSE,FALSE,TRUE,7100.38,19,10,15,0,0,5,5,378,118,6,1369,84,33,1785,248,5
52555,1,21,119,TRUE,TRUE,FALSE,TRUE,TRUE,7048.41,8,43,64,1,0,0,0,258,62,0,1013,11,12,1995,255,5
55322,1,22,101,TRUE,TRUE,TRUE,TRUE,TRUE,7012.15,10,45,66,0,1,18,0,0,0,0,242,23,11,1766,359,5
52410,1,20,120,TRUE,TRUE,TRUE,TRUE,TRUE,7001.86,10,26,34,0,2,1,0,1669,134,0,735,12,11,2470,185,5
47674,2,32,162,FALSE,FALSE,FALSE,FALSE,FALSE,6930.55,26,26,92,1,2,1,0,0,0,17,1247,106,52,1726,290,5
51386,2,20,130,FALSE,FALSE,FALSE,FALSE,FALSE,6920,17,9,18,0,0,5,2,1030,180,8,870,72,30,1952,295,5
51643,2,20,127,TRUE,TRUE,FALSE,TRUE,TRUE,6871.59,17,39,54,0,0,0,0,682,54,5,510,13,25,2382,278,5
58865,1,38,75,FALSE,FALSE,TRUE,TRUE,TRUE,6830,10,104,72,1,2,2,0,0,0,3,1090,49,13,1535,189,5
53921,2,41,109,FALSE,FALSE,FALSE,FALSE,FALSE,6813.95,16,30,42,0,499,3,0,192,31,2,693,33,20,1867,283,5
47446,1,20,164,FALSE,FALSE,FALSE,FALSE,FALSE,6783.11,28,11,32,0,0,0,8,1685,330,8,515,37,46,2392,437,5
55007,1,21,103,FALSE,FALSE,FALSE,FALSE,FALSE,6765.4,20,19,48,0,0,5,0,0,0,8,1363,133,29,1426,197,5
39144,2,31,277,FALSE,FALSE,TRUE,TRUE,TRUE,6720.19,18,40,42,22,1002,8,17,460,72,0,0,0,110,2183,357,5
57590,1,22,86,FALSE,FALSE,FALSE,FALSE,FALSE,6590.55,14,33,35,0,80,2,0,0,0,21,911,67,39,1785,191,5
40933,1,23,247,TRUE,TRUE,TRUE,TRUE,TRUE,6571.17,9,40,26,0,1,3,1,649,38,6,628,12,19,1717,200,5
35355,1,18,329,FALSE,FALSE,FALSE,FALSE,FALSE,6534.96,28,24,23,1,0,1,27,1759,294,0,0,0,64,2300,471,5
60946,1,22,53,FALSE,FALSE,FALSE,FALSE,TRUE,6490.92,11,19,46,0,2,2,0,0,0,11,1121,31,27,1633,292,5
60222,1,20,60,TRUE,TRUE,TRUE,FALSE,TRUE,6428.91,4,26,20,1,2,2,0,0,0,2,1296,21,7,1630,73,5
58793,1,20,76,FALSE,FALSE,FALSE,FALSE,FALSE,6275.5,17,12,25,3,329,4,0,0,0,0,1105,81,22,1454,118,5
45699,2,24,186,FALSE,FALSE,FALSE,FALSE,FALSE,6212.16,25,44,90,45,431,6,30,241,40,49,684,41,188,1615,291,5
28779,1,26,442,TRUE,TRUE,TRUE,TRUE,TRUE,6206.65,8,38,27,0,0,0,0,0,0,15,1173,22,27,1616,134,5
45180,2,20,197,FALSE,FALSE,FALSE,FALSE,FALSE,6189.92,20,33,40,1,0,2,3,99,72,0,0,0,43,2680,682,5
45802,1,24,184,FALSE,FALSE,TRUE,TRUE,TRUE,6126.81,11,37,26,5,159,1,32,955,107,2,94,11,57,2086,379,5
51330,1,19,130,FALSE,FALSE,FALSE,FALSE,FALSE,6019.76,12,17,31,0,0,0,13,1252,156,0,0,0,28,1647,310,5
58002,1,46,83,FALSE,FALSE,TRUE,TRUE,TRUE,5883.05,9,38,43,0,3,6,0,0,0,0,904,41,11,1680,249,5
54351,1,40,106,FALSE,FALSE,FALSE,FALSE,TRUE,5876.05,19,16,23,0,0,5,0,0,0,9,1182,58,28,1288,98,5
52986,2,29,116,TRUE,TRUE,FALSE,TRUE,TRUE,5817.53,12,42,46,1,0,0,2,93,20,1,214,3,22,2281,303,5
48688,2,35,154,FALSE,FALSE,TRUE,TRUE,TRUE,5720.43,7,42,31,0,0,0,0,398,43,1,718,6,9,1649,190,5
45624,2,45,188,FALSE,FALSE,TRUE,FALSE,FALSE,5715.32,18,65,80,0,0,0,1,1878,269,0,10,0,22,2413,491,5
54057,1,20,108,FALSE,FALSE,FALSE,FALSE,FALSE,5692.5,6,16,18,0,0,1,1,66,6,2,1123,77,9,1260,123,5
47994,1,22,159,FALSE,FALSE,TRUE,TRUE,TRUE,5690.3,15,33,22,1,0,0,3,26,27,1,526,10,25,1342,176,5
53039,1,21,115,FALSE,FALSE,FALSE,FALSE,TRUE,5617.7,21,20,35,1,0,0,2,985,117,0,606,49,25,1866,265,5
54800,2,20,104,FALSE,FALSE,TRUE,TRUE,TRUE,5582.19,16,52,50,0,69,3,0,0,0,0,693,27,18,1720,233,5
50075,1,23,142,FALSE,FALSE,FALSE,FALSE,TRUE,5484.12,24,7,53,0,0,0,2,2259,244,0,0,0,31,2498,363,5
55627,1,19,99,TRUE,TRUE,TRUE,TRUE,TRUE,5481.3,5,147,31,0,1,0,0,0,0,0,630,6,5,1371,134,5
51599,1,21,127,FALSE,FALSE,FALSE,FALSE,FALSE,5467.36,16,20,32,1,3,3,0,638,141,6,754,25,23,1587,251,5
34035,1,23,354,FALSE,FALSE,FALSE,FALSE,FALSE,5421.35,17,43,67,0,369,1,1,512,61,0,366,7,23,1804,365,5
62845,1,24,37,FALSE,FALSE,TRUE,TRUE,TRUE,5397.85,7,22,17,1,0,0,0,0,0,0,1090,17,7,1277,64,5
54714,2,43,104,TRUE,TRUE,TRUE,TRUE,FALSE,5396.1,8,46,52,0,0,0,0,0,0,0,0,0,11,1756,453,5
52035,1,31,123,FALSE,FALSE,TRUE,TRUE,TRUE,5313.5,4,30,16,1,0,2,0,223,22,1,549,17,5,1668,202,5
60832,2,37,55,TRUE,TRUE,TRUE,TRUE,TRUE,5305.69,13,34,40,0,68,0,0,0,0,5,559,10,19,1749,243,5
52196,1,19,121,FALSE,FALSE,TRUE,TRUE,TRUE,5257.94,13,64,57,0,0,0,0,543,75,0,551,10,16,1768,252,5
46867,1,21,170,FALSE,FALSE,FALSE,FALSE,TRUE,5155.35,10,12,17,0,0,1,0,15,18,3,1211,55,13,1289,122,5
50356,1,21,139,FALSE,FALSE,TRUE,TRUE,TRUE,5098.12,12,32,85,0,0,5,6,1496,151,5,202,18,24,1883,351,5
59267,1,24,71,FALSE,FALSE,FALSE,FALSE,TRUE,5062.75,17,6,12,1,0,0,0,0,0,0,1008,87,17,1024,100,5
49526,2,30,148,FALSE,FALSE,FALSE,FALSE,FALSE,5058.25,26,11,30,0,0,4,10,2209,260,0,0,0,38,2257,300,5
58326,1,24,80,TRUE,TRUE,TRUE,TRUE,TRUE,5047.85,21,85,69,1,324,0,0,0,0,6,731,25,31,1244,125,5
44537,2,32,208,TRUE,TRUE,TRUE,TRUE,TRUE,5023.47,15,55,77,1,0,3,0,399,53,4,130,7,29,1934,390,5
53453,2,25,112,FALSE,FALSE,FALSE,FALSE,FALSE,5015.6,17,25,56,3,1197,5,0,0,0,0,0,0,26,1957,207,5
47713,2,24,161,FALSE,FALSE,FALSE,FALSE,FALSE,4921.66,14,32,41,0,53,2,0,211,25,17,541,13,38,1327,163,5
51084,1,21,132,TRUE,TRUE,FALSE,TRUE,TRUE,4789.38,6,42,33,0,0,2,1,722,73,0,300,6,9,1616,255,5
42364,2,28,234,TRUE,TRUE,TRUE,TRUE,TRUE,4772.09,7,42,32,0,0,0,11,391,34,20,365,21,72,1318,184,5
51088,1,26,132,TRUE,TRUE,FALSE,TRUE,TRUE,4765.28,8,35,42,1,0,0,0,674,93,0,390,17,14,1581,306,5
50850,2,26,134,TRUE,TRUE,TRUE,TRUE,TRUE,4761.43,15,114,76,1,0,0,2,583,46,4,175,5,30,1832,376,5
24799,1,19,525,TRUE,TRUE,TRUE,TRUE,TRUE,4739.52,8,43,36,1,0,1,0,16,4,9,689,9,26,1391,169,5
46915,1,22,169,FALSE,FALSE,TRUE,TRUE,TRUE,4714.67,13,31,45,1,0,2,1,253,34,5,720,22,19,1123,160,5
60393,2,34,58,TRUE,TRUE,TRUE,FALSE,TRUE,4692.19,9,23,60,1,0,0,0,0,0,7,414,11,18,1671,300,5
54803,1,21,104,TRUE,TRUE,TRUE,TRUE,TRUE,4650.95,4,44,44,0,1,0,0,0,0,0,604,33,9,1386,219,5
47430,2,25,164,FALSE,FALSE,TRUE,TRUE,TRUE,4636.85,8,175,60,1,0,0,2,781,123,5,417,43,15,1434,246,5
62963,1,26,36,FALSE,FALSE,FALSE,FALSE,TRUE,4581.25,8,6,20,1,0,0,0,0,0,3,1082,31,11,1093,53,5
55184,1,22,102,TRUE,TRUE,FALSE,TRUE,TRUE,4576.17,10,59,45,1,0,0,0,0,0,0,572,11,15,1510,257,5
56371,1,22,95,FALSE,FALSE,TRUE,TRUE,TRUE,4510.25,16,278,113,1,0,0,0,0,0,7,633,24,24,1306,253,5
49366,1,25,149,TRUE,TRUE,TRUE,TRUE,TRUE,4398.62,5,28,48,1,1,4,2,1246,149,0,0,0,7,1670,375,5
44385,1,19,211,FALSE,FALSE,FALSE,TRUE,FALSE,4396.05,18,18,51,1,0,2,9,977,203,0,503,24,29,1548,315,5
51232,2,21,131,TRUE,TRUE,TRUE,TRUE,TRUE,4358.11,10,51,56,1,2,1,2,212,23,0,213,12,13,1608,431,5
62689,2,22,38,FALSE,FALSE,TRUE,TRUE,TRUE,4328.41,5,180,56,2,3,4,0,0,0,1,465,5,9,1379,177,5
57113,1,20,89,FALSE,FALSE,FALSE,FALSE,FALSE,4307.7,16,13,23,1,0,4,0,0,0,11,869,38,30,890,64,5
45627,1,20,188,FALSE,FALSE,FALSE,FALSE,FALSE,4307.42,15,24,17,1,0,1,0,194,67,16,475,32,39,1076,188,5
52081,2,22,122,FALSE,FALSE,FALSE,FALSE,FALSE,4240.2,14,13,46,0,0,0,0,823,144,0,0,0,16,1930,520,5
58400,2,45,80,TRUE,TRUE,TRUE,TRUE,FALSE,4194.8,7,32,28,1,0,0,0,0,0,1,841,13,9,933,54,5
59092,1,18,72,FALSE,FALSE,TRUE,TRUE,TRUE,4175.65,11,117,57,2,581,0,0,0,0,0,403,11,16,1204,108,5
37628,2,30,289,TRUE,TRUE,TRUE,FALSE,TRUE,4131.78,13,64,52,0,2,1,4,142,24,0,9,0,44,1241,264,5
64749,1,21,21,FALSE,FALSE,FALSE,FALSE,FALSE,4105.5,8,5,11,1,0,0,0,0,0,11,939,83,20,948,99,5
58092,1,23,83,FALSE,FALSE,TRUE,TRUE,TRUE,4105.1,11,43,20,0,0,1,0,0,0,32,405,39,59,1303,208,5
50998,2,28,133,TRUE,TRUE,TRUE,TRUE,FALSE,4101.67,19,39,84,1,0,0,1,352,90,11,482,20,37,1370,329,5
50010,1,21,143,TRUE,TRUE,FALSE,TRUE,TRUE,4055.79,12,37,61,3,287,0,12,689,86,0,0,0,33,1383,186,5
48498,2,21,156,FALSE,FALSE,TRUE,TRUE,TRUE,4022.87,12,51,45,0,0,0,4,443,40,1,140,5,21,1151,265,5
59783,1,28,64,TRUE,TRUE,FALSE,TRUE,TRUE,3918.95,8,72,66,0,9,1,0,0,0,1,378,3,10,970,172,5
53249,2,20,114,FALSE,FALSE,FALSE,FALSE,TRUE,3897.63,14,24,42,0,0,1,8,640,99,2,438,26,27,1319,212,5
50973,1,21,133,FALSE,FALSE,TRUE,TRUE,TRUE,3874.04,14,29,46,0,0,5,2,1036,133,1,21,5,21,1398,267,5
51631,1,21,127,FALSE,FALSE,TRUE,TRUE,TRUE,3848.91,9,272,55,0,0,0,7,163,26,0,486,14,17,1136,144,5
39955,1,25,262,FALSE,FALSE,FALSE,FALSE,TRUE,3842.18,40,37,71,0,4,6,1,16,13,3,75,2,60,1497,363,5
59585,1,25,67,FALSE,FALSE,FALSE,FALSE,TRUE,3832.25,11,5,27,0,0,0,0,0,0,11,884,82,22,896,111,5
51978,1,22,124,TRUE,TRUE,FALSE,TRUE,TRUE,3781.3,17,34,50,0,2,4,1,788,109,0,0,0,21,1415,382,5
56821,1,22,92,TRUE,TRUE,TRUE,TRUE,TRUE,3729.76,6,33,34,0,1,2,0,0,0,0,39,2,12,1023,359,5
66176,1,25,13,FALSE,FALSE,FALSE,FALSE,FALSE,3718,7,4,5,1,0,0,0,0,0,1,902,37,9,910,42,5
64055,1,24,26,TRUE,TRUE,FALSE,TRUE,TRUE,3709.75,4,21,13,1,0,0,0,0,0,9,860,44,14,911,71,5
51530,1,22,128,FALSE,FALSE,TRUE,TRUE,TRUE,3692,9,35,35,0,2,2,1,205,68,1,320,11,20,1049,260,5
45703,2,23,186,FALSE,FALSE,FALSE,TRUE,FALSE,3682.5,16,26,74,0,1,4,0,0,0,1,43,1,46,1602,722,5
63294,1,30,33,FALSE,FALSE,TRUE,TRUE,TRUE,3620.55,4,15,22,0,0,1,0,0,0,3,816,30,7,868,66,5
59749,2,30,65,FALSE,FALSE,FALSE,TRUE,FALSE,3599.7,11,19,70,1,0,0,0,0,0,0,0,0,15,1599,560,5
63720,2,31,29,FALSE,FALSE,TRUE,TRUE,TRUE,3582.75,3,16,55,0,0,3,0,0,0,5,817,35,9,857,95,5
61088,2,25,52,TRUE,TRUE,FALSE,TRUE,TRUE,3549.05,10,13,20,0,0,0,0,0,0,2,790,24,13,833,46,5
49939,1,29,144,TRUE,TRUE,TRUE,TRUE,FALSE,3514.28,7,56,27,0,0,1,0,208,23,0,95,2,9,1503,215,5
44457,2,18,210,FALSE,FALSE,TRUE,TRUE,TRUE,3491.32,13,34,40,0,0,0,0,0,0,0,467,7,17,1085,229,5
45789,2,56,184,FALSE,FALSE,FALSE,FALSE,FALSE,3470.1,35,33,96,1,0,3,1,6,8,0,0,0,56,1401,499,5
51481,2,25,129,FALSE,FALSE,FALSE,TRUE,FALSE,3465.2,19,22,31,1,7,5,18,650,90,17,442,13,61,1157,141,5
48671,1,19,154,TRUE,TRUE,TRUE,TRUE,TRUE,3458.14,6,77,24,0,0,0,1,619,49,0,0,0,7,931,147,5
50715,1,23,135,FALSE,FALSE,TRUE,TRUE,TRUE,3457.71,20,43,95,3,1,2,0,127,41,0,218,28,22,1287,363,5
62765,2,40,37,FALSE,FALSE,TRUE,TRUE,TRUE,3405.05,2,30,25,0,19,1,0,0,0,8,730,10,10,930,76,5
64332,1,20,24,FALSE,FALSE,FALSE,FALSE,FALSE,3384,6,6,12,0,0,5,0,0,0,10,839,26,18,848,38,5
60134,1,22,61,TRUE,TRUE,TRUE,TRUE,TRUE,3382.55,4,34,29,1,0,0,0,0,0,0,288,9,6,1189,240,5
60906,1,20,54,FALSE,FALSE,TRUE,TRUE,TRUE,3278.95,5,30,47,0,12,3,0,0,0,0,597,6,5,809,90,5
60479,1,20,57,FALSE,FALSE,FALSE,TRUE,FALSE,3215,7,11,22,1,0,0,0,0,0,0,182,4,9,693,88,5
44158,2,35,212,FALSE,FALSE,FALSE,TRUE,FALSE,3188.53,30,47,122,0,104,3,0,59,28,0,0,0,33,1237,449,5
54845,1,24,104,TRUE,TRUE,TRUE,FALSE,TRUE,3181.46,8,25,34,1,0,0,0,0,0,1,420,18,16,690,109,5
53330,1,31,113,FALSE,FALSE,TRUE,TRUE,TRUE,3162.94,5,43,46,0,0,0,0,142,13,0,238,5,9,1039,234,5
48851,2,29,153,TRUE,TRUE,TRUE,TRUE,TRUE,3127.5,19,30,63,1,0,0,6,610,89,0,0,0,28,1218,305,5
37406,2,28,292,TRUE,TRUE,FALSE,TRUE,TRUE,3117.64,14,45,77,1,10,1,0,162,78,0,0,0,22,1035,410,5
66712,1,20,10,FALSE,FALSE,FALSE,FALSE,FALSE,3086,8,4,7,1,0,2,0,0,0,8,768,40,18,775,47,5
57640,2,23,85,FALSE,FALSE,FALSE,FALSE,FALSE,3084.9,19,13,31,1,0,0,0,0,0,2,603,20,23,630,55,5
64607,1,20,22,FALSE,FALSE,FALSE,FALSE,TRUE,3082.23,6,7,23,0,0,1,0,0,0,1,638,22,7,769,96,5
8163,1,18,700,TRUE,TRUE,TRUE,TRUE,TRUE,3077.95,17,46,60,0,7,5,1,24,8,0,308,13,43,639,208,5
50608,1,19,136,FALSE,FALSE,FALSE,FALSE,TRUE,3035.44,15,19,56,1,1,5,7,509,76,0,0,0,27,941,255,5
49055,2,39,151,FALSE,FALSE,FALSE,TRUE,FALSE,2991.65,28,27,64,0,0,5,1,531,91,8,154,37,43,1111,293,5
60155,1,19,60,FALSE,FALSE,TRUE,TRUE,TRUE,2972.73,11,22,39,1,1,0,0,0,0,1,44,4,21,1117,496,5
61519,2,25,49,TRUE,TRUE,TRUE,TRUE,TRUE,2912.65,9,27,68,1,0,0,0,0,0,1,239,7,11,1044,271,5
60715,1,23,55,FALSE,FALSE,TRUE,TRUE,TRUE,2907.39,6,28,37,1,7,3,0,0,0,0,240,5,12,993,121,5
60790,2,22,55,TRUE,TRUE,TRUE,TRUE,TRUE,2878.51,3,30,18,0,1,0,0,0,0,0,482,14,4,891,128,5
62739,1,21,37,TRUE,TRUE,TRUE,TRUE,TRUE,2866.45,4,20,16,0,2,3,0,0,0,2,639,25,7,686,44,5
48354,2,29,157,TRUE,TRUE,FALSE,TRUE,TRUE,2855.43,10,47,58,1,9,3,2,225,42,11,203,4,50,830,217,5
53201,1,18,114,TRUE,TRUE,FALSE,TRUE,TRUE,2840.4,6,20,16,0,3,9,0,0,0,2,582,28,8,674,78,5
46468,2,34,175,FALSE,FALSE,TRUE,TRUE,TRUE,2831.85,12,32,43,1,2,2,0,98,12,10,488,15,22,657,86,5
64344,1,22,24,FALSE,FALSE,FALSE,FALSE,TRUE,2809.15,7,9,8,1,0,0,0,0,0,1,634,14,9,657,33,5
50229,2,23,140,TRUE,TRUE,TRUE,TRUE,TRUE,2786.46,16,51,27,0,2,1,0,382,25,1,197,7,22,794,86,5
60484,2,22,57,TRUE,TRUE,TRUE,TRUE,TRUE,2785.75,14,31,42,6,20,1,0,0,0,4,240,6,61,956,181,5
63364,2,26,32,TRUE,TRUE,TRUE,TRUE,TRUE,2780.61,2,42,27,0,243,3,0,0,0,2,315,13,6,863,72,5
46851,1,24,170,FALSE,FALSE,FALSE,FALSE,FALSE,2780.48,14,14,32,0,0,3,0,1190,181,0,0,0,17,1264,223,5
51409,2,46,130,TRUE,TRUE,TRUE,FALSE,TRUE,2775.88,6,26,29,0,1,0,0,162,15,0,69,2,6,1069,203,5
61260,2,27,51,TRUE,TRUE,TRUE,TRUE,TRUE,2766.35,6,26,62,12,472,6,0,0,0,7,272,5,26,898,82,5
48668,2,33,154,TRUE,TRUE,TRUE,FALSE,TRUE,2749.48,18,39,59,0,0,3,5,519,131,0,0,0,37,1065,353,5
62736,2,18,38,FALSE,FALSE,TRUE,TRUE,TRUE,2739.35,3,21,14,0,2,1,0,0,0,4,587,24,7,650,43,5
43168,1,18,224,FALSE,FALSE,FALSE,FALSE,TRUE,2728.65,16,13,40,0,3,17,0,0,0,5,624,37,22,643,87,5
37268,2,21,295,FALSE,FALSE,TRUE,TRUE,TRUE,2725.53,5,35,27,0,0,0,1,275,51,0,0,0,9,760,223,5
62716,2,21,38,TRUE,TRUE,TRUE,TRUE,TRUE,2723.25,6,33,34,2,2,3,0,0,0,5,467,7,12,809,115,5
45622,1,24,188,FALSE,FALSE,FALSE,FALSE,FALSE,2715.39,10,31,40,0,0,0,0,553,53,0,0,0,16,803,128,5
57524,2,40,86,TRUE,TRUE,FALSE,TRUE,TRUE,2713.55,9,82,36,0,0,0,0,0,0,3,222,7,16,683,109,5
64284,1,25,24,FALSE,FALSE,FALSE,FALSE,FALSE,2704,7,3,14,0,0,0,0,0,0,1,593,57,8,601,71,5
42265,1,23,237,FALSE,FALSE,TRUE,TRUE,TRUE,2690.57,7,31,46,1,2,1,0,19,12,0,411,6,8,715,162,5
51393,1,20,130,FALSE,FALSE,TRUE,TRUE,TRUE,2648.55,3,25,33,0,0,0,1,606,103,0,0,0,4,801,174,5
52726,2,25,117,FALSE,FALSE,FALSE,TRUE,FALSE,2640.05,23,19,56,0,0,0,0,24,4,2,366,7,30,975,224,5
55279,2,28,101,FALSE,FALSE,TRUE,TRUE,TRUE,2630.53,13,32,60,0,0,0,0,0,0,0,304,26,16,664,165,5
60702,2,28,56,FALSE,FALSE,FALSE,FALSE,FALSE,2627.6,9,10,23,1,691,7,0,0,0,0,0,3,15,917,93,5
54075,1,20,108,FALSE,FALSE,FALSE,FALSE,FALSE,2603.05,13,11,46,0,0,5,0,1178,138,0,0,0,14,1243,214,5
64498,1,19,23,FALSE,FALSE,FALSE,FALSE,TRUE,2584.25,4,7,1,0,0,1,0,0,0,0,607,36,4,616,37,5
61937,1,22,45,FALSE,FALSE,FALSE,FALSE,TRUE,2568.89,10,10,17,0,0,0,0,0,0,2,357,10,13,778,209,5
52998,2,21,116,TRUE,TRUE,FALSE,TRUE,TRUE,2530.2,16,33,47,1,0,0,0,0,0,3,284,3,28,871,197,5
64405,1,36,24,TRUE,TRUE,TRUE,TRUE,TRUE,2529.55,4,20,15,1,4,1,0,0,0,6,577,0,11,621,17,5
37420,2,27,292,FALSE,FALSE,FALSE,FALSE,FALSE,2520.57,15,34,58,0,5,6,4,34,25,8,54,1,88,662,280,3
64057,2,21,26,FALSE,FALSE,TRUE,TRUE,TRUE,2510.85,5,20,31,1,3,2,0,0,0,4,540,21,9,602,53,5
42590,1,20,231,FALSE,FALSE,FALSE,FALSE,TRUE,2480.88,15,26,62,0,2,1,0,80,56,0,0,0,28,797,372,5
45637,2,56,188,FALSE,FALSE,FALSE,FALSE,FALSE,2463.33,23,26,107,0,0,0,3,595,185,0,0,0,40,1142,505,5
63985,1,26,27,TRUE,TRUE,TRUE,TRUE,TRUE,2448.85,7,15,30,2,2,2,0,0,0,5,519,14,13,553,47,5
40628,1,18,250,FALSE,FALSE,FALSE,FALSE,FALSE,2388.55,14,17,42,0,1,6,0,299,53,0,0,0,27,768,325,5
51388,2,18,130,TRUE,TRUE,FALSE,TRUE,TRUE,2383.65,6,39,38,0,0,0,4,216,17,2,160,0,20,794,139,5
63459,1,22,31,TRUE,TRUE,TRUE,TRUE,TRUE,2382.65,2,20,27,0,0,2,0,0,0,0,475,14,2,563,66,5
39839,1,38,263,TRUE,TRUE,TRUE,TRUE,TRUE,2374.88,12,35,41,0,0,0,0,468,48,0,44,2,15,931,143,5
50331,2,22,139,FALSE,FALSE,FALSE,FALSE,TRUE,2363.25,24,17,38,1,0,0,8,869,123,0,0,0,44,1023,211,5
50349,1,18,139,TRUE,TRUE,TRUE,TRUE,TRUE,2363.21,14,38,49,1,3,4,1,439,108,0,0,0,18,778,238,5
62672,1,20,38,FALSE,FALSE,TRUE,TRUE,TRUE,2341.45,2,19,31,0,190,3,0,0,0,2,390,10,6,632,55,5
37740,1,18,288,TRUE,TRUE,TRUE,TRUE,TRUE,2340.25,5,25,29,0,1,1,0,0,0,0,0,0,11,523,154,5
65553,1,19,17,FALSE,FALSE,FALSE,FALSE,TRUE,2329.25,8,5,9,1,0,4,0,0,0,4,552,20,13,571,31,5
51181,1,21,131,FALSE,FALSE,TRUE,TRUE,TRUE,2326.65,16,17,28,1,0,1,0,536,114,0,0,0,18,994,205,5
59911,1,19,63,TRUE,TRUE,TRUE,TRUE,TRUE,2325.55,11,58,73,0,367,1,0,0,0,0,0,0,11,655,107,5
61375,2,21,50,TRUE,TRUE,TRUE,TRUE,TRUE,2323.75,5,26,32,0,3,2,0,0,0,1,338,8,10,688,82,5
64573,1,20,23,FALSE,FALSE,FALSE,FALSE,FALSE,2323,7,9,12,0,1,3,0,0,0,1,517,19,9,531,32,5
63805,1,26,28,TRUE,TRUE,TRUE,TRUE,TRUE,2295.99,1,26,30,0,2,1,0,0,0,1,331,7,4,674,111,5
64646,1,20,22,FALSE,FALSE,FALSE,FALSE,FALSE,2282.6,6,4,11,0,0,0,0,0,0,1,441,27,7,464,40,5
40099,1,30,260,TRUE,TRUE,TRUE,TRUE,TRUE,2227.8,8,66,49,2,25,1,0,134,20,0,0,0,17,646,141,5
54431,2,27,106,TRUE,TRUE,TRUE,TRUE,TRUE,2224.35,10,52,17,1,34,3,0,0,0,0,0,0,15,1014,230,5
50115,2,20,142,FALSE,FALSE,FALSE,FALSE,FALSE,2219.12,28,10,34,1,0,1,12,428,89,1,129,8,49,879,247,5
63114,1,24,34,FALSE,FALSE,TRUE,TRUE,TRUE,2210.05,5,23,22,1,0,0,0,0,0,4,443,14,9,529,66,5
